DEPTID|UFID|END_DATE|title|SAL_ADMIN_PLAN|uri|remove|hr_title|START_DATE
34070101|51108120|NULL|Clinical Assistant Professor|FA12|||CLIN AST PROF|2011-07-01
34060100|73581330|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2000-01-01
28050000|67824770|NULL|Research Assistant Professor|FA12|||RES AST PROF|2005-11-04
32020000|41045830|NULL|Courtesy Associate Professor|CTSY|||CO ASO PROF|2007-02-06
32050000|16709290|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2004-06-18
19070000|95006693|NULL|Professor|FA09|||PROF|2006-07-15
29160402|17711328|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2012-12-21
03020000|91539730|NULL|Associate Director Admissions|TA12|||ASO DIR ADMISSIONS|2001-06-15
32060300|98153580|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2012-12-17
55170100|97880830|NULL|Library Associate 1|TU2E|||LIBRARY ASSOCIATE 1|2007-01-14
32060300|51561658|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2009-07-30
29141100|54138988|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2012-07-01
29080100|98837010|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2012-12-21
29120000|48914979|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2011-08-01
30290000|67318940|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2007-07-01
30050000|12671198|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2013-11-05
30090000|85113242|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2013-11-03
16360100|03313880|NULL|Professor|FA09|||PROF|1986-09-02
16360100|12666590|NULL|Professor|FA09|||PROF|1993-08-13
28040000|26300681|NULL|Clinical Assistant Professor|FA12|||CLIN AST PROF|2007-07-13
29090400|69379008|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2014-07-01
32060300|87181328|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2008-01-15
65010000|31069984|NULL|Research Administrator 1|TA12|||RESEARCH ADM 1|2011-02-11
32020000|86675106|NULL|Courtesy Professor|CTSY|||CO PROF|2014-06-16
19050000|80319590|NULL|Senior Lecturer|FA09|||SR LECTURER|1990-01-08
57810200|26018010|NULL|Director  and  Lecturer|FA12|||DIR & LECTURER|2002-07-01
29141500|20045940|NULL|Clinical Programs, Coordinator 4|TA12|||CLINICAL PROGRAMS, CRD 4|2005-11-09
29290100|91073940|NULL|Clinical Programs, Coordinator 4|TA12|||CLINICAL PROGRAMS, CRD 4|2007-02-05
29091800|90712340|NULL|Professor|FACM|||PROF|2004-06-18
29091200|52376240|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2012-12-21
16400100|34693110|NULL|Courtesy Professor|CTSY|||CO PROF|2012-01-01
60170000|11656911|NULL|Affiliate Associate Professor|CTSY|||AFFL ASO PROF|2013-11-14
16200000|17888030|NULL|Professor|FA09|||PROF|1973-09-16
16010000|68135650|NULL|Associate Dean  and  Professor|FA12|||ASO DEAN & PROF|2000-12-29
60353059|47565250|NULL|County Extension Director  and  Extension Agent IV|FA12|||CTY EXT DIR & EXT AGENT IV|1980-09-12
32060300|00705060|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2012-12-13
29340000|98837190|NULL|Clinical Programs, Coordinator 4|TA12|||CLINICAL PROGRAMS, CRD 4|1998-06-05
28040000|77647750|NULL|Courtesy Professor|CTSY|||CO PROF|2008-10-13
32060300|28994993|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2011-04-14
24010300|54909470|NULL|Professor|FA09|||PROF|1998-08-07
60090000|62572691|NULL|Courtesy Associate Professor|CTSY|||CO ASO PROF|2004-12-06
19340000|09063300|NULL|Professor|FA09|||PROF|1994-12-30
32060300|91372720|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2010-05-18
32060000|92848919|NULL|Clinical Assistant Professor|FA12|||CLIN AST PROF|2013-07-15
29200000|11631357|NULL|Research Assistant Professor|FA12|||RES AST PROF|2010-01-04
29050800|12919636|NULL|Research Assistant Professor|FA12|||RES AST PROF|2013-08-01
16400100|61707830|NULL|Professor|FA09|||PROF|1981-07-01
29050600|93860730|NULL|Physician Assistant 4|TA12|||PHYSICIAN AST 4|2001-01-02
29091200|62140210|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2013-07-01
60170000|86415180|NULL|Affiliate Associate Professor|CTSY|||AFFL ASO PROF|2004-06-18
32060300|56106558|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2005-11-23
16280000|03887101|NULL|Courtesy Professor|CTSY|||CO PROF|2008-05-12
60170000|20254940|NULL|Affiliate Associate Professor|CTSY|||AFFL ASO PROF|2004-06-18
29020100|29218928|NULL|Research Associate Professor|FA12|||RES ASO PROF|2009-11-23
60030000|16246190|NULL|Associate Dean  and  Professor|FA12|||ASO DEAN & PROF|1985-10-01
29160401|98141250|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2013-08-12
16420000|32377820|NULL|Senior Lecturer|FA09|||SR LECTURER|1999-12-24
60460000|61963824|NULL|Courtesy Professor|CTSY|||CO PROF|2000-01-01
32060300|59367540|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2008-07-01
16360100|95875210|NULL|Professor|FA09|||PROF|1979-09-08
60140000|91492270|NULL|Professor|CTSY|||PROF|2004-06-18
26020100|31356391|NULL|Senior Lecturer|FA09|||SR LECTURER|2014-08-16
29051400|55141940|NULL|Clinical Programs, Coordinator 4|TA12|||CLINICAL PROGRAMS, CRD 4|2000-10-05
16280000|61279360|NULL|Professor|FA09|||PROF|1987-08-07
60900000|44149421|NULL|Research Assistant Professor|FA12|||RES AST PROF|2012-07-14
32060300|79095025|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2013-01-17
32050000|06271021|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|1985-10-01
32060300|93888220|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2009-05-05
32060300|51253165|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2012-08-22
27280000|35870050|NULL|Medical/Healthh Administrative, Director 5|TA12|||MEDICAL/HLTH ADMIN, DIR 5|2009-04-09
17060000|48917990|NULL|Joint Visiting Professor|CTSY|||JNT VIS PROF|2004-06-18
19020000|35587440|NULL|Professor|FA09|||PROF|1984-01-03
16340000|47049590|NULL|Professor|FA09|||PROF|1991-08-09
60013801|95722660|NULL|Human Resources, Coordinator 1|TA12|||HUMAN RESOURCES, CRD 1|2001-08-10
19090100|89849584|NULL|Professor|FA09|||PROF|2012-05-07
60260000|62572110|NULL|Courtesy Research Associate Professor|CTSY|||CO RES ASO PROF|1997-05-04
34160300|32516680|NULL|Research Assistant Professor|FA12|||RES AST PROF|2009-09-04
29210000|81054865|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2012-12-21
32060300|44445586|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2012-06-11
29080000|47291161|NULL|Program Director  and  Professor|FACM|||PRG DIR & PROF|1973-08-01
29051900|39968916|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2013-07-01
29011000|87840840|NULL|Associate Dean  and  Clinical Assistant Professor|FACM|||ASO DEAN & CLIN AST PROF|1998-02-03
16320000|20241040|NULL|Professor|FA09|||PROF|1988-12-30
04050000|12706070|NULL|Student Affairs, Associate Dean 4|TA12|||STUDENT AFFAIRS, ASO DEAN 4|2007-05-01
36020000|70283280|NULL|Affiliate Associate Professor|CTSY|||AFFL ASO PROF|2007-02-09
32060000|99183859|NULL|Research Assistant Professor|FA12|||RES AST PROF|2010-07-06
60850000|49780921|NULL|Courtesy Professor|CTSY|||CO PROF|2004-07-07
29050700|42904190|NULL|Professor|FACM|||PROF|1980-07-01
24010300|61764650|NULL|Senior Lecturer|FA12|||SR LECTURER|2002-12-02
65010000|73313660|NULL|Research Administrator 1|TA12|||RESEARCH ADM 1|2013-05-29
29090400|13911974|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2014-08-18
60070000|11499510|NULL|Visiting Associate In|FA12|||VIS ASO IN|2012-12-03
60190000|21712100|NULL|Professor|CTSY|||PROF|2004-06-18
60060000|86033770|NULL|Professor|FA12|||PROF|1980-10-02
32020000|73182061|NULL|Courtesy Professor|CTSY|||CO PROF|2000-01-01
17080100|80961040|NULL|Professor|FA09|||PROF|1995-07-01
60850000|36752941|NULL|Courtesy Professor|CTSY|||CO PROF|2000-01-01
60150000|65836980|NULL|Visiting Assistant Scientist|FA12|||VIS AST SCTST|2013-07-31
29091800|41078101|NULL|Courtesy Associate Professor|CTSY|||CO ASO PROF|2008-01-01
28090000|52586870|NULL|Clinical Assistant Professor|FA12|||CLIN AST PROF|2010-07-13
13030100|22022380|NULL|Professor|FA09|||PROF|1997-08-08
32060300|06896130|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2009-10-22
29170000|97835970|NULL|Grants Specialist, Senior|TU2E|||GRANTS SPECIALIST, SR|1987-10-19
32060300|43396405|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2011-03-02
29060000|61043730|NULL|Program Director  and  Professor|FA12|||PRG DIR & PROF|1987-08-07
57140100|90550860|NULL|Courtesy Professor|CTSY|||CO PROF|2011-09-01
30140000|73715310|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2012-06-22
30180000|31594155|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2012-06-22
14340400|30306090|NULL|Network Engineer 1|TA12|||NETWORK ENGINEER 1|2003-12-05
32080500|65662530|NULL|Assistant Program Director  and  Clinical Assistant Professor|OF12|||AST PRG DIR & CLIN AST PROF|1982-11-08
64300200|36194399|NULL|Business Services, Associate Director 4|TA12|||BUSINESS SERVICES, ASO DIR 4|2007-06-05
60230000|63290820|NULL|Professor|FA12|||PROF|1984-06-01
32060300|34603740|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2011-06-23
29120000|38585910|NULL|Assistant Program Director  and  Clinical Assistant Professor|FACM|||AST PRG DIR & CLIN AST PROF|2005-02-21
60790000|18400840|NULL|Associate Center Director  and  Professor|FA12|||ASO CTR DIR & PROF|1981-06-22
16400100|48524160|NULL|Professor|FA09|||PROF|2000-12-22
60351020|36866550|NULL|County Extension Director  and  Extension Agent IV|FA12|||CTY EXT DIR & EXT AGENT IV|1973-04-28
32060300|65312101|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2013-01-29
52010000|89977190|NULL|Professor|OF12|||PROF|2004-10-08
55170100|44012600|NULL|Library Associate 1|TU2E|||LIBRARY ASSOCIATE 1|1978-09-21
29050400|61676320|NULL|Courtesy Professor|CTSY|||CO PROF|1973-01-01
55070100|63257120|NULL|Associate University Librarian|FA12|||ASO UNIV LIBRARIAN|1998-01-20
28040000|21143040|NULL|Courtesy Professor|CTSY|||CO PROF|1980-01-01
29080100|84611450|NULL|Information/Publications Services, Coordinator 2|TA12|||INFO/PUBLICATIONS SVCS, CRD 2|2010-09-10
55070200|03323990|NULL|Associate University Librarian|FA12|||ASO UNIV LIBRARIAN|2000-04-10
57130100|59559402|NULL|Courtesy Professor|CTSY|||CO PROF|2007-10-01
32060300|82409490|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2010-11-10
29050600|88417508|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2012-12-21
30040000|69667869|NULL|Associate Chair  and  Clinical Assistant Professor|FACM|||ASO CHAIR & CLIN AST PROF|2009-01-23
04030000|21448770|NULL|Clinical Assistant Professor|FA12|||CLIN AST PROF|2013-07-01
11800000|54594371|NULL|Clinical Assistant Professor|FA12|||CLIN AST PROF|2014-08-15
24040100|09693800|NULL|Associate Director  and  Associate University Librarian|FA12|||ASO DIR & ASO UNIV LIBRARIAN|2003-10-31
60190000|48413630|NULL|Courtesy Associate Professor|CTSY|||CO ASO PROF|1991-02-15
32060300|58239184|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2012-08-29
30290200|59565701|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2014-06-09
19020000|87695910|NULL|Professor|FA09|||PROF|1993-11-05
32060300|59351121|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2007-10-05
29050400|51839550|NULL|Research Associate Professor|FACM|||RES ASO PROF|2004-06-18
60170000|42609870|NULL|Affiliate Associate Professor|CTSY|||AFFL ASO PROF|2011-01-12
16900000|27072120|NULL|Professor|FA09|||PROF|1986-12-26
29091200|11771863|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2013-07-01
60770000|34675420|NULL|Professor|FA12|||PROF|1977-03-18
17070100|92862580|NULL|Professor|FA09|||PROF|1991-08-09
29141100|47818681|NULL|Physician Assistant 5|TA12|||PHYSICIAN AST 5|2007-08-01
29091200|53231090|NULL|Clinical Programs, Coordinator 4|TA12|||CLINICAL PROGRAMS, CRD 4|2006-01-13
33160000|01467749|NULL|Affiliate Research Professor|CTSY|||AFFL RES PROF|2011-03-25
18300000|18130141|NULL|Research Programs/Services, Coordinator 2|TA12|||RESEARCH PROGS/SVCS, CRD 2|2000-10-01
19340000|30809988|NULL|Affiliate Associate Professor|CTSY|||AFFL ASO PROF|2011-10-03
29310100|90560430|NULL|Research Programs/Services, Coordinator 2|TA12|||RESEARCH PROGS/SVCS, CRD 2|2009-11-03
14800000|98043050|NULL|Application Developer Analyst 4|TA12|||APPLICATION DEVELOPER ANLST 4|2004-08-17
29050900|14998629|NULL|Research Assistant Professor|FA12|||RES AST PROF|2010-03-05
65010000|93549546|NULL|Research Administrator 1|TA12|||RESEARCH ADM 1|2013-05-28
28050000|60030420|NULL|Research Associate Professor|FA12|||RES ASO PROF|1998-05-22
29020000|91312503|NULL|Affiliate Associate Professor|CTSY|||AFFL ASO PROF|2008-06-09
47020000|04432900|NULL|Professor|OF12|||PROF|2005-05-06
29060000|13782030|NULL|Program Director  and  Professor|FA12|||PRG DIR & PROF|2000-01-01
30040000|85105619|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2004-07-02
32060300|97440600|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|1988-06-20
16200000|85531800|NULL|Professor|FA09|||PROF|1984-08-10
16200000|50719610|NULL|Professor|FA09|||PROF|1971-09-16
57140100|18706510|NULL|Affiliate Associate Professor|CTSY|||AFFL ASO PROF|2012-03-30
32060300|02165510|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2012-10-08
30090000|95874923|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2007-03-23
60700000|90034540|NULL|Professor|FA12|||PROF|2001-07-01
32080500|79658190|NULL|Clinical Assistant Professor|OF12|||CLIN AST PROF|2005-09-09
29050600|62290750|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2014-01-01
30150000|19176576|NULL|Courtesy Research Associate Professor|CTSY|||CO RES ASO PROF|2011-05-01
19050000|99189596|NULL|Affiliate Associate Professor|CTSY|||AFFL ASO PROF|2008-02-27
19020000|53462151|NULL|Courtesy Professor|CTSY|||CO PROF|2007-03-01
60210000|75108802|NULL|Courtesy Professor|CTSY|||CO PROF|2014-05-21
60900000|13324329|NULL|Courtesy Professor|CTSY|||CO PROF|2000-01-01
32060300|89111188|NULL|Courtesy Lecturer|CTSY|||CO LECTURER|2007-10-26
29240000|37267243|NULL|Courtesy Professor|CTSY|||CO PROF|2009-11-01
60230000|86084400|NULL|Research Assistant Professor|FA12|||RES AST PROF|1992-06-20
60460000|31911192|NULL|Courtesy Associate Professor|CTSY|||CO ASO PROF|2012-10-19
16380000|12500120|NULL|Professor|FA09|||PROF|1979-09-08
16120000|04474261|NULL|Courtesy Professor|CTSY|||CO PROF|1982-01-01
60352054|56740741|NULL|Extension Agent II|FA12|||EXT AGENT II|2006-08-14
29051900|42861924|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2014-06-20
11600100|46536390|NULL|Accountant, Senior|TU2E|||ACCOUNTANT, SR|1981-06-02
29180100|33580170|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2005-07-01
30090000|39389961|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2010-07-01
60734000|02159970|NULL|Professor|FA12|||PROF|1979-09-08
60100000|82297380|NULL|Courtesy Associate Professor|CTSY|||CO ASO PROF|1997-11-28
29141700|80543830|NULL|Professor|FACM|||PROF|2004-06-18
36020000|58181730|NULL|Courtesy Lecturer|CTSY|||CO LECTURER|2007-05-01
29092100|86754610|NULL|Research Assistant Professor|FA12|||RES AST PROF|2014-01-13
30150000|59693645|NULL|Associate Program Director  and  Clinical Associate Professor|FACM|||ASO PRG DIR & CLIN ASO PROF|2005-07-05
29100000|07774810|NULL|Professor|FA12|||PROF|1971-07-01
32060300|73910909|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2006-03-20
55070100|86189121|NULL|University Librarian|FA12|||UNIV LIBRARIAN|2008-02-20
29020100|00449140|NULL|Professor|FA12|||PROF|1999-05-01
30090000|62707210|NULL|Clinical Programs, Coordinator 4|TA12|||CLINICAL PROGRAMS, CRD 4|2013-07-02
32060300|17196720|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2007-09-27
29210000|19680850|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2013-07-29
29210000|14421769|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2012-10-01
32060300|39061681|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2010-09-28
65010000|29598222|NULL|Research Administrator 1|TA12|||RESEARCH ADM 1|2013-10-07
32060000|10037178|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2013-03-13
13100200|56899650|NULL|Courtesy Lecturer|CTSY|||CO LECTURER|2000-01-01
29140300|80485653|NULL|Registered Nurse Specialist|TU2E|||REGISTERED NURSE SPEC|2012-05-01
30160000|97990790|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2004-06-18
32060300|52982150|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2011-07-07
57140100|72101223|NULL|Affiliate Visiting Assistant Professor|CTSY|||AFFL VIS AST PROF|2008-09-04
68040000|63678780|NULL|Accountant, Senior|TU2E|||ACCOUNTANT, SR|1995-08-18
28090000|36917610|NULL|Courtesy Lecturer|CTSY|||CO LECTURER|2009-07-13
29141700|34621021|NULL|Registered Nurse, Senior Specialist|TU2E|||REGISTERED NURSE, SR SPEC|2003-07-21
60140000|21455890|NULL|Distinguished Director  and  Professor|CTSY|||DIST DIR & PROF|2004-06-18
29080100|54909121|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2014-07-01
32060300|52454330|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2008-12-03
60354029|43007970|NULL|Extension Agent IV|FA12|||EXT AGENT IV|2001-06-01
13030100|94816550|NULL|Professor|FA09|||PROF|1999-08-13
16320000|10200350|NULL|Professor|FA09|||PROF|1997-08-08
30090000|39019138|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2012-06-22
60470000|52516801|NULL|Courtesy Professor|CTSY|||CO PROF|2008-05-16
32060300|19748430|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2012-05-08
16800000|70926720|NULL|Professor|FA09|||PROF|2007-05-16
29050400|88555560|NULL|Clinical Programs, Coordinator 4|TA12|||CLINICAL PROGRAMS, CRD 4|1999-02-05
30170000|12865550|NULL|Program Director  and  Professor|FACM|||PRG DIR & PROF|1996-09-01
29100000|10408450|NULL|Accountant, Senior|TU2E|||ACCOUNTANT, SR|1979-01-04
29110000|04547000|NULL|Accountant, Senior|TU2E|||ACCOUNTANT, SR|2007-05-15
29180500|69371315|NULL|Courtesy Professor|CTSY|||CO PROF|2009-01-22
67010000|89606111|NULL|Multipurpose Facility, Assistant Director 2|TA12|||MULTIPURPOSE FACIL, AST DIR 2|2013-07-05
30090000|14082948|NULL|Clinical Programs, Coordinator 4|TA12|||CLINICAL PROGRAMS, CRD 4|2013-09-06
29130000|20130601|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2007-02-05
32060300|93488940|NULL|Affiliate Clinical Assistant Professor|CTSY|||AFFL CLIN AST PROF|2012-08-16
29092500|15729496|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2009-07-01
29210000|94911400|NULL|Clinical Programs, Coordinator 4|TA12|||CLINICAL PROGRAMS, CRD 4|2004-08-24
29092500|56349276|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2007-02-16
60150000|88646450|NULL|Professor|CTSY|||PROF|2004-06-18
30040000|39331769|NULL|Assistant Program Director  and  Clinical Assistant Professor|FACM|||AST PRG DIR & CLIN AST PROF|2013-07-01
60140000|47650090|NULL|Courtesy Professor|CTSY|||CO PROF|1971-01-01
19020000|06958070|NULL|Professor|FA09|||PROF|1993-08-13
29051900|14193964|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2013-07-01
30160000|08945103|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2006-07-01
60070000|42538240|NULL|Courtesy Associate Professor|CTSY|||CO ASO PROF|2000-01-01
30160000|97990790|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|1996-08-01
04050000|94085396|NULL|Student Affairs, Associate Dean 4|TA12|||STUDENT AFFAIRS, ASO DEAN 4|2008-05-22
60370000|39574290|NULL|Director  and  Professor|FA12|||DIR & PROF|1969-06-16
32020000|01895041|NULL|Courtesy Professor|CTSY|||CO PROF|1998-03-09
60090000|20089540|NULL|Courtesy Professor|CTSY|||CO PROF|1981-08-01
30290200|17261396|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2014-01-27
16360100|56692510|NULL|Courtesy Professor|CTSY|||CO PROF|2010-08-16
19050000|23882800|NULL|Master Lecturer|FA09|||MSTR LECTURER|1983-01-01
29051900|89294289|NULL|Clinical Assistant Professor|FACM|||CLIN AST PROF|2009-07-01
28090000|66659330|NULL|Courtesy Associate Professor|CTSY|||CO ASO PROF|2004-06-18
29100000|18991898|NULL|Courtesy Associate Professor|CTSY|||CO ASO PROF|2006-12-18
60352012|31118900|NULL|Acting County Extension Director  and Extension Agent III|FA12|||ACT CTY EXT DIR &EXT AGENT III|2001-04-09
