sponsorid|type|name|remove|uri
GM01052|org;funder|Novazyme Pharmaceuticals Inc||
GM0820|org;funder|Myotech Corporation||
GM0821|org;funder|Deseret Cattle & Citrus||
GM03867|org;funder|Cadence Pharmaceuticals||
GM03868|org;funder|Intercytex||
GM04248|org;funder|Regeneron Pharmaceuticals||
GM0658|org;funder|Respiratory Research Inst||
GM0659|org;funder|Mehl/Biophile International||
GM066|org;funder|Bealls Inc||
GM0660|org;funder|Bell Helicopter Textron Inc||
GM0661|org;funder|Heritage Technologies||
GM0662|org;funder|Scandipharm Inc||
GM0663|org;funder|Milliken Chemical Company||
GM0664|org;funder|R-Kane Products||
GM03029|org;funder|UF College of Dentistry Seed Program||
GM03089|org;funder|New York Medical College||
GM0309|org;funder|Dow Corning Inc||
GM03090|org;funder|New York University||
GM03091|org;funder|North Carolina A&T University||
GM03092|org;funder|North Carolina State University||
GM03093|org;funder|N C State University Center Integrated Pest Management||
GM03094|org;funder|Northeastern University||
GM03095|org;funder|Northern Illinois University||
GM03096|org;funder|Northwestern University||
GM03097|org;funder|Nova Southeastern University||
GM03098|org;funder|Ohio State University||
GM03099|org;funder|Oklahoma State University||
GM031|org;funder|Amer Home Prods Amer Cyanamid Courtesy||
GM0310|org;funder|Nanoptics Inc||
GM03100|org;funder|Oregon State University||
GM03101|org;funder|Pennsylvania State University||
GM03102|org;funder|Princeton University||
GM04142|org;funder|Nextech Materials||
GM04143|org;funder|French Natl Inst Nucl Phy & Part Phys||
GM04144|org;funder|Stoelting||
GM04145|org;funder|Preeclampsia Fou||
GM04340|org;funder|Rti Biologica||
GM04146|org;funder|Eurand||
GM04147|org;funder|Society of University Surgeons||
GM03616|org;funder|Aces Q.C.||
GM03617|org;funder|Amer Nurses Association||
GM03618|org;funder|Woolpert Inc||
GM03619|org;funder|G&P Foufor Cancer Research||
GM0362|org;funder|Publix Supermarkets||
GM03620|org;funder|City of Eagle Lake||
GM03621|org;funder|Town of Micanopy||
GM03622|org;funder|1000 Friends of Florida||
GM03918|org;funder|Ghana Ministry of Road Transport||
GM03919|org;funder|Amicus Therapeutics||
GM03362|org;funder|Natl Inst of Health - IFAS Loc||
GM03363|org;funder|Natl Inst of Health - Eies Loc||
GM03364|org;funder|US Dept of Ag Smith Lever||
GM03365|org;funder|US Dept of Ag Forest Service||
GM03366|org;funder|Goldman Philanthropic Partnerships||
GM02836|org;funder|Gov of Venezuela Ministry of Ag||
GM02857|org;funder|Center for Intl Forestry Research||
GM02858|org;funder|Halifax Hospital||
GM02859|org;funder|Inter-Am Inst for Coop on Ag||
GM0286|org;funder|Medscand USA||
GM02860|org;funder|Intl Atomic Energy Agency||
GM02861|org;funder|Intl Inst of Tropical Ag||
GM02862|org;funder|Intl Potato Center||
GM02863|org;funder|Intl Rice Research Inst||
GM02864|org;funder|Japanese Sea Turtle Asso||
GM02865|org;funder|Laerdal Fou||
GM02866|org;funder|Medical Research Cncl of Canada||
GM02867|org;funder|Natl Hospital-England||
GM02868|org;funder|Danish Inst of Plant & Soil Sc||
GM02911|org;funder|University of London||
GM02912|org;funder|Laval University||
GM02814|org;funder|Innogenetics Nv||
GM02815|org;funder|Dohler Group||
GM0729|org;funder|Compucyte||
GM073|org;funder|Bellsouth Fou||
GM0730|org;funder|Frit Industries||
GM0731|org;funder|Targeted Pharmaceuticals Inc||
GM0732|org;funder|Atrix Laboratories||
GM0733|org;funder|Termi-Mesh Hawaii Inc||
GM0734|org;funder|Thomas J Murray & Asso||
GM03643|org;funder|Idenix Pharmaceuticals Inc||
GM03644|org;funder|Ellder Inc.||
GM03645|org;funder|Idenix Pharmaceuticals Inc||
GM03646|org;funder|Botanocap||
GM03647|org;funder|Amer Pain Society||
GM0392|org;funder|Schering Plough Corp Scherring Lab||
GM03920|org;funder|Amer Academic of Neurology||
GM0594|org;funder|Grc International Inc||
GM0595|org;funder|Pc-Age Systems Inc||
GM0596|org;funder|Minute Maid Courtesy||
GM0597|org;funder|Learning Company the||
GM0598|org;funder|Aquatic Diagnostics Inc||
GM0599|org;funder|Agri-Applications||
GM06|org;funder|Abc Research Corp||
GM060|org;funder|Bausch and Lomb||
GM0600|org;funder|Facilitators of Appl Clinical Trials||
GM0601|org;funder|Jones Edmunds & Asso||
GM0602|org;funder|Plenum Publishing Corp||
GM04390|org;funder|Proacta||
GM04209|org;funder|Semesco Andrew J Fou||
GM0421|org;funder|Sri International||
GM04210|org;funder|Cardio Dx||
GM04211|org;funder|W. H. York Consulting||
GM04212|org;funder|Juvaris Biotherapeutics||
GM04213|org;funder|Neuralstem Inc||
GM03561|org;funder|Alveolus Inc||
GM03562|org;funder|Intl Pediatric Hypertension Asso||
GM03563|org;funder|City of Newberry||
GM02816|org;funder|Mediwound||
GM02817|org;funder|Agricultural University of Norway||
GM02818|org;funder|Fruticola La Carolina||
GM02819|org;funder|Mitsubishi Pharma||
GM0282|org;funder|Marine Biological Laboratory||
GM02820|org;funder|Keygene N.V.||
GM02821|org;funder|Pharmacia Canada||
GM02822|org;funder|Cambridge Antibody Technology||
GM02823|org;funder|Poulsen Roser Aps||
GM02824|org;funder|L'Oreal||
GM02825|org;funder|Heraeus Kulzer Gmbh & Co. Kg||
GM02826|org;funder|Natl Inst for Earth Sci and Disa||
GM02827|org;funder|Rolls Royce Plc||
GM02828|org;funder|Canon Inc||
GM02829|org;funder|Ggg-International Gmbh||
GM0283|org;funder|Martin Marietta Corp||
GM02830|org;funder|Togni Materiais Refratarios||
GM02831|org;funder|Pharma-Forschung||
GM03648|org;funder|Smith College||
GM04171|org;funder|Oxford Health Alliance||
GM04172|org;funder|Fariseu Investimentos Servicos Limitada||
GM0434|org;funder|Syntex-Synergen Joint Venture||
GM0435|org;funder|Syva Company||
GM0436|org;funder|Tap Pharmaceuticals Inc||
GM0437|org;funder|Tetra Technician Inc||
GM0438|org;funder|Texaco Inc||
GM0439|org;funder|Texaco Inc Port Arthur Research Labs||
GM03123|org;funder|University of Med and Dentistry of New Jersey||
GM03124|org;funder|Robert Wood Johnson Medical School||
GM03125|org;funder|University of Alabama||
GM03126|org;funder|University of Alabama Birmingham||
GM03127|org;funder|University of Arizona||
GM03128|org;funder|University of Arkansas||
GM03149|org;funder|University of Georgia Sare/Ace||
GM0315|org;funder|Nestle Enterprises Nestec||
GM03150|org;funder|University of Hawaii||
GM03151|org;funder|University of Hawaii Research Corporation||
GM03152|org;funder|University of Hawaii Manoa||
GM03153|org;funder|University of Houston||
GM03154|org;funder|University of Idaho||
GM03155|org;funder|University of Illinois||
GM04151|org;funder|Ncfi Polyurethanes||
GM04152|org;funder|School Board of Union Cnty||
GM04153|org;funder|Chameleon Adaptiveware||
GM04154|org;funder|Mammacare||
GM0569|org;funder|Williams & Troutwine P a||
GM057|org;funder|Battelle||
GM0570|org;funder|Agriphi Inc||
GM0571|org;funder|Ensco Inc||
GM0572|org;funder|Behring Diagnostics||
GM02977|org;funder|Fl Fish and Wildlife Research Lab||
GM02978|org;funder|Fl Fish and Wildlife Com Marine Research Ins||
GM02979|org;funder|Fl Public Service Commission||
GM0298|org;funder|Microelec Center of North Carolina||
GM02980|org;funder|Fl Dept of Elder Affairs||
GM02981|org;funder|Fl Dept of Insurance||
GM02982|org;funder|Fl Exec Office of the Governor||
GM02983|org;funder|Fl Exec Office Gov Emerging Technician Com||
GM02984|org;funder|Fl Exec Office Governor Tourism||
GM02985|org;funder|Agcy for Health Care Admn||
GM02986|org;funder|Agcy Health Care Admn Ofc Health Policy||
GM02987|org;funder|Fl Dept of Labor and Employment Security||
GM02988|org;funder|Fl Dept of Labor and Emp Div of Job Bene||
GM02989|org;funder|Dept of Natural Resources||
GM0299|org;funder|Miles Inc||
GM02990|org;funder|Fl Dept of Legal Affairs||
GM02991|org;funder|Fl Dept of Legal Affairs Off of Atty General||
GM04306|org;funder|Alseres Pharmaceuticals||
GM04307|org;funder|Universite De La Reunion||
GM04308|org;funder|Hennessy Research||
GM04309|org;funder|Spirus Medical||
GM0431|org;funder|Sybron Corp||
GM04347|org;funder|Wipower||
GM04310|org;funder|Sanuwave||
GM04311|org;funder|Pierce Atwood||
GM04312|org;funder|Fl Dept of Health Bankhead-Coley Cancer Re||
GM03351|org;funder|Convatec||
GM03352|org;funder|US Trade and Development Agcy||
GM03353|org;funder|Salix Pharmaceuticals||
GM03156|org;funder|University of Iowa||
GM03157|org;funder|University of Kansas||
GM03158|org;funder|University of Kansas Medical Center||
GM03159|org;funder|University of Kentucky||
GM0316|org;funder|Neurodimension||
GM03971|org;funder|Fl Breast Cancer Fou||
GM03972|org;funder|Rupps Seed||
GM03973|org;funder|Intl Asso Aquat Marin Sci Libr Information Cntr||
GM0353|org;funder|Philip Morris Inc||
GM03530|org;funder|Oak Hammock at the University of Florida||
GM03531|org;funder|Natl Dairy Cncl||
GM03532|org;funder|Universal Engineering Sciences Inc.||
GM03533|org;funder|Corautus Genetics Inc||
GM03534|org;funder|Bioprodex Inc||
GM0897|org;funder|Epix Pharmaceuticals||
GM0898|org;funder|Gemini Health Technologies||
GM0899|org;funder|Ferco Inc||
GM0573|org;funder|Somerset Pharmaceuticals||
GM0574|org;funder|Insect Biotechnology||
GM0575|org;funder|Philips Medical Systems||
GM0576|org;funder|Armasi Inc||
GM0577|org;funder|Gold Standard Multimedia||
GM0578|org;funder|Heska Corporation||
GM03626|org;funder|French Amer Cultural Exchange||
GM03627|org;funder|Isotechnika||
GM03628|org;funder|Gallaudet University||
GM03629|org;funder|The Glaucoma Fou||
GM0363|org;funder|Pursell Industries||
GM02992|org;funder|Fl Dept of Management Services||
GM02993|org;funder|Fl Dept of Military Affairs||
GM02913|org;funder|Mcmaster University||
GM02914|org;funder|University of Calgary||
GM02915|org;funder|Showa University of Japan||
GM02916|org;funder|University of East Anglia||
GM02917|org;funder|Insead||
GM02918|org;funder|Amer School of Classical Studies||
GM02919|org;funder|University of Chile||
GM0292|org;funder|Merck and Company Inc Research Lab||
GM02920|org;funder|Bauman Moscow State Technician University||
GM02921|org;funder|Keele University||
GM02922|org;funder|University of Asmara||
GM02923|org;funder|Dalhousie University||
GM02924|org;funder|University of Siegen||
GM02925|org;funder|Universidad Catolica Andres Be||
GM02926|org;funder|Multiple Foreign Sponsors||
GM02927|org;funder|Water Management Districts||
GM03354|org;funder|Homeland Fou||
GM03355|org;funder|Fou for Preserving Florida's Future||
GM0603|org;funder|Technology Plan & Management Corp||
GM0604|org;funder|Advanced Biologics||
GM03009|org;funder|Fl Dept of Health Alachua Cnty Health Dept||
GM02776|org;funder|Nugro Corp||
GM02777|org;funder|Ppl Therapeutics||
GM02778|org;funder|Hautes Etudes Commerciales||
GM02779|org;funder|Beaufour Ipsen Group||
GM0278|org;funder|Lykes Brothers Inc||
GM02780|org;funder|Beaufour Ipsen Pharm||
GM02781|org;funder|Hettema||
GM02782|org;funder|Taiwan Semiconductor Manufact||
GM02783|org;funder|Aventis||
GM02784|org;funder|Aventis Behring||
GM03116|org;funder|State University of New York Albany||
GM03117|org;funder|Syracuse University||
GM03118|org;funder|Temple University||
GM09|org;funder|Advanced Cardiovascular System||
GM090|org;funder|Bonnie Heath Farm||
GM04136|org;funder|Airerx Healthcare||
GM04368|org;funder|Riegl USA||
GM04137|org;funder|Crop Inspection Service||
GM04138|org;funder|Sestar Technologies||
GM04139|org;funder|Agri-Starts||
GM0355|org;funder|Physical Health Devices Inc||
GM03550|org;funder|North Central Soybean Research Program||
GM03551|org;funder|W.E. Upjohn Inst for Emp Research||
GM03552|org;funder|Bike Florida||
GM03553|org;funder|Bitwave Semiconductor Inc||
GM03554|org;funder|Cryocor||
GM03555|org;funder|J.M. Kaplan Fund||
GM03556|org;funder|N Amer Soc for Psy of Sport and Phys Acting||
GM03557|org;funder|Crohn's & Colitis Fou of America||
GM03928|org;funder|Rfe Pharma||
GM03929|org;funder|Healthy Start of North Central Florida||
GM0786|org;funder|Maxia Pharmaceuticals||
GM0787|org;funder|Veridian Inc||
GM0788|org;funder|Siemens US||
GM0789|org;funder|Siemens USA Corporate Research Inc||
GM079|org;funder|Bionebraska||
GM0790|org;funder|Siemens US Westinghouse Power Courtesy||
GM04|org;funder|A L Laboratories||
GM040|org;funder|Amoco Corp||
GM0400|org;funder|Searle & Company G D||
GM04000|org;funder|Naics Association||
GM04001|org;funder|Eli & Edythe L Broad Fou||
GM04002|org;funder|Broad Medical Research Program||
GM02928|org;funder|Fl Dept of Banking & Finance||
GM02929|org;funder|Fl Dept of Ag and Consumer Service||
GM03163|org;funder|University of Maryland||
GM03164|org;funder|University of Massachusetts||
GM03165|org;funder|University of Miami||
GM03166|org;funder|University of Michigan||
GM03167|org;funder|University of Minnesota||
GM03168|org;funder|University of Missouri||
GM03169|org;funder|University of Montana||
GM0317|org;funder|Nidek Technologies||
GM03170|org;funder|University of Nebraska||
GM03171|org;funder|University of New Hampshire||
GM03172|org;funder|University of New Mexico||
GM03173|org;funder|University of New Orleans||
GM03174|org;funder|University of North Carolina||
GM03175|org;funder|University of North Carolina Charlotte||
GM03176|org;funder|University of Notre Dame||
GM03177|org;funder|University of Notre Dame Gem Program||
GM03119|org;funder|Texas A&M University||
GM0312|org;funder|Native Plant Inc||
GM03120|org;funder|Texas A&M University Engineering Exp Sta||
GM03121|org;funder|Texas A&M University Ag Exp Station||
GM03122|org;funder|Tulane University||
GM03649|org;funder|French J D Alzheimer's Fou||
GM0365|org;funder|Abb Ceag Power Supplies Inc||
GM03515|org;funder|Composite Technology Development Inc||
GM03516|org;funder|Ge Healthcare||
GM03517|org;funder|Buckeye Technologies||
GM03518|org;funder|Florida Energy Office||
GM03519|org;funder|Glenveigh Research||
GM0352|org;funder|Pharmos Corp||
GM03655|org;funder|Xanthus Life Sciences Inc.||
GM03656|org;funder|Space Florida||
GM03657|org;funder|Housing Partnership of NE Florida||
GM03658|org;funder|Amer Asso for Cancer Research||
GM0393|org;funder|Schering Plough Corp Integ Therapeutics||
GM03930|org;funder|Altana Pharma||
GM03931|org;funder|Medical Diagnostic Laboratories||
GM03932|org;funder|Prostate Cancer Fou||
GM03933|org;funder|H J Fou Advancement of Military Med||
GM03934|org;funder|Farnam Companies||
GM03935|org;funder|Parker B Francis Fellowship Fou||
GM03936|org;funder|Senesco Technologies||
GM03921|org;funder|Const of University for the Advisory of Hydro Sci||
GM03922|org;funder|University of Texas Medical Branch||
GM03923|org;funder|Idaho Weed Awareness Campaign||
GM03924|org;funder|Merz Pharmaceuticals Gmbh||
GM03925|org;funder|Donald Danforth Plant Science Center||
GM03926|org;funder|Thoracic Surgery Fou for Research||
GM03927|org;funder|Elekta||
GM044|org;funder|Apollo Biopharmaceutics Inc||
GM0440|org;funder|Texas Instruments Inc||
GM04003|org;funder|Reinhold||
GM04004|org;funder|Bioline Rx||
GM03535|org;funder|Buckeye Technologies Inc||
GM03536|org;funder|Fed Public Defenders Ofc-Tampa||
GM03537|org;funder|Ohio Dept of Transportation||
GM03538|org;funder|State of Ohio||
GM03539|org;funder|Duramed Research Inc||
GM0354|org;funder|Phillips Petroleum Company||
GM03540|org;funder|St Joseph Mercy Oakland||
GM03541|org;funder|The Brain Trust||
GM03542|org;funder|Childrens Heart Fou||
GM03543|org;funder|The Rosalynn Carter Inst for Caregiving||
GM03544|org;funder|Cepheid||
GM03178|org;funder|University of Oklahoma||
GM03179|org;funder|University of Pennsylvania||
GM0318|org;funder|Nor-Amer Chemical Company||
GM03180|org;funder|University of Pittsburgh||
GM03181|org;funder|University of Puerto Rico||
GM03182|org;funder|University of Rhode Island||
GM03183|org;funder|University of Rochester||
GM03184|org;funder|University of Southern Mississippi||
GM03185|org;funder|University of South Carolina||
GM03186|org;funder|University of Southern California||
GM03187|org;funder|University of Tennessee||
GM03188|org;funder|University of Tennessee SE Transportation Center||
GM03189|org;funder|University of Texas||
GM03129|org;funder|University of California||
GM0313|org;funder|Natural Energy||
GM02970|org;funder|Fl Dept of Transportation Safety Office||
GM02971|org;funder|Fl Dept of Transportation Research Center||
GM02972|org;funder|Fl Dept of Corrections||
GM03659|org;funder|Straumann Manufacturing Inc||
GM0366|org;funder|Rand Corp||
GM03660|org;funder|Bioneuronics Corp.||
GM03661|org;funder|Engineering & Hydrosystems Inc||
GM03662|org;funder|Astellas Pharma US Inc||
GM03957|org;funder|Inter-American Development Bank||
GM03529|org;funder|Cisco Systems||
GM03160|org;funder|University of Kentucky Sou Reg IPM||
GM03161|org;funder|University of Louisville||
GM03162|org;funder|University of Maine||
GM04193|org;funder|Bay Cnty||
GM04194|org;funder|Cardiomems Inc.||
GM061|org;funder|Baxter Healthcare Corp||
GM0610|org;funder|Eic Laboratories Inc||
GM0611|org;funder|Green-Releaf Corporation||
GM0612|org;funder|Niiip Consortium||
GM0441|org;funder|Theradex||
GM0442|org;funder|Theratech Inc||
GM03697|org;funder|Critical Ecosystem Partnership Fund||
GM03698|org;funder|United Nations University Centre||
GM03699|org;funder|Information and Communications University||
GM037|org;funder|Amer Research Corp of Virginia||
GM0370|org;funder|Regent Hospital Products||
GM03997|org;funder|Celladon Corporation||
GM03998|org;funder|Lifeline Technologies||
GM03999|org;funder|Prolacta Bioscience||
GM03691|org;funder|Syracuse Research||
GM03692|org;funder|Florida Inst for Family Involvement||
GM03693|org;funder|Innovative Systems & Technologies||
GM0389|org;funder|Sandoz Corp||
GM03890|org;funder|Gajanan International Technologies||
GM03891|org;funder|The Bay and Paul Foundations||
GM03892|org;funder|Non-Invasive Compart Syndrome Evaluator||
GM04527|org;funder|Anyar||
GM0384|org;funder|Ronco Consulting Corp||
GM03840|org;funder|UF Research Fou Strategic Initiative||
GM03841|org;funder|UF Div of Sponsored Research Matching Funds||
