DEPTID|END_DATE|UFID|SAL_ADMIN_PLAN|JOBCODE|HR_POSITION|uri|remove|current|JOBCODE_DESCRIPTION|START_DATE
60090000|NULL|00708961|CTSY|743|1|||yes|CO AST PROF|1990-12-17
29110000|NULL|84432884|FELL|396|1|||yes|PREDOC FELLOWSHIP|2010-07-01
32060000|NULL|01112363|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2010-08-20
34170402|NULL|09203080|TU2N|908|1|||yes|PROGRAM AST|2001-12-21
60872000|NULL|10293330|TU2E|939|1|||yes|BIOLOGICAL SCIENTIST|1989-04-17
19020000|NULL|79892509|FELL|396|1|||yes|PREDOC FELLOWSHIP|2013-05-13
31030000|NULL|75860130|CTSY|743|1|||yes|CO AST PROF|2010-09-01
16040100|NULL|83889857|FELL|396|1|||yes|PREDOC FELLOWSHIP|2013-09-06
27030000|NULL|82718400|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|1977-09-26
60070000|NULL|81529733|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-03-03
29051300|NULL|14137691|TU2N|937|1|||yes|LABORATORY TECH|2014-04-14
29080100|NULL|11974915|TU2N|938|1|||yes|LABORATORY TECH, SR|2013-01-18
18180600|NULL|49914490|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2000-04-13
19090100|NULL|30229780|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-11-30
29050405|NULL|49493750|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2012-09-14
60180000|NULL|59707480|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|1979-10-12
67010000|NULL|31477183|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2009-12-01
29050600|NULL|14484197|CTSY|743|1|||yes|CO AST PROF|2012-08-31
28090000|NULL|49974896|TA12|1446|1|||yes|BUSINESS MGR 3|2013-08-05
60351066|NULL|82217841|CTSY|1788|1|||yes|PROGRAM COUNTY EXT AGENT I|2007-11-30
18180000|NULL|83839340|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2004-06-18
29260100|NULL|69533501|TU2N|937|1|||yes|LABORATORY TECH|2013-10-07
52050000|NULL|97560640|TU2N|908|1|||yes|PROGRAM AST|2010-04-05
17060100|NULL|55440500|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2012-05-25
18050000|NULL|16099210|FA09|716|1|||yes|VIS LECTURER|2014-08-16
60410000|NULL|89190934|TA12|1476|1|||yes|IT EXPERT|2006-02-10
06010000|NULL|45422210|TU2N|908|1|||yes|PROGRAM AST|1995-07-21
29210000|NULL|90147189|CTSY|178|1|||yes|CO CLIN POSTDOC ASO|2009-03-01
34080200|NULL|36764701|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2009-10-19
63700700|NULL|45406470|US2N|1015|1|||yes|TREATMENT PLANT OPR|1985-12-13
24130000|NULL|79359189|FELL|396|1|||yes|PREDOC FELLOWSHIP|2014-07-01
29060000|NULL|39302146|FELL|396|1|||yes|PREDOC FELLOWSHIP|2011-07-01
60212100|NULL|30533710|US2N|938|1|||yes|LABORATORY TECH, SR|1983-08-05
29190000|NULL|82026410|TU2N|1700|1|||yes|CLINICAL SERVICE REP 2|1989-02-20
32080500|NULL|01308163|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2010-10-17
60450000|NULL|53195176|TU2N|816|1|||yes|EXTENSION PROGRAM AST|2014-06-23
28319000|NULL|76105448|TU2N|908|1|||yes|PROGRAM AST|2006-03-13
60098000|NULL|17485160|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-05-05
11010000|NULL|82790750|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2009-06-24
14200800|NULL|96101118|TA12|1828|1|||yes|END USER COMPUTING SPEC 3|2010-11-26
29051402|NULL|10453659|TU2N|908|1|||yes|PROGRAM AST|2010-09-03
60140000|NULL|22355341|CTSY|743|1|||yes|CO AST PROF|1989-06-01
33050000|NULL|13732761|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-05-09
29680240|NULL|47325914|TA12|1476|1|||yes|IT EXPERT|2014-03-28
19140000|NULL|01497530|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2005-05-16
29141100|NULL|61211317|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-11-04
23010100|NULL|50464500|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2006-06-02
19070000|NULL|00634210|GA12|538|1|||yes|GRADUATE RES AST|2005-03-30
29051300|NULL|35508168|FACM|789|1|||yes|CLIN PROF|2004-06-18
17220400|NULL|08049550|TA12|1431|1|||yes|STUDENT AFFAIRS, CRD 3|2010-08-16
34030000|NULL|54194188|FELL|396|1|||yes|PREDOC FELLOWSHIP|2012-08-16
11600102|NULL|15078761|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-04-15
06030000|NULL|91189326|FWSP|1484|1|||yes|STU AST - FEDERAL COMM SERVICE|2012-11-05
02010100|NULL|47754290|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2005-07-21
19010400|NULL|45337120|TU2N|820|1|||yes|OFFICE MGR|1985-08-26
28040000|NULL|79372816|TA12|1164|1|||yes|EDUC/TRAINING PROGS, CRD 1|2007-12-21
60060000|NULL|15752950|FA12|513|1|||yes|EXT SCTST|1982-08-06
29080100|NULL|33557890|TU2E|939|1|||yes|BIOLOGICAL SCIENTIST|2006-04-24
52010000|NULL|61301550|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2013-06-07
60140000|NULL|56789131|CTSY|1494|1|||yes|CO RES PROF|2005-01-06
60440000|NULL|87151398|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-08-14
67010000|NULL|94204859|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-10-10
12010000|NULL|91936016|FELL|396|1|||yes|PREDOC FELLOWSHIP|2011-05-16
63300300|NULL|32167490|TU2N|908|1|||yes|PROGRAM AST|1993-01-15
06030000|NULL|35168939|FWSP|1484|1|||yes|STU AST - FEDERAL COMM SERVICE|2013-01-18
55070200|NULL|27208690|TU2N|1592|1|||yes|LIBRARY ASSISTANT 2|2005-03-25
29091800|NULL|06319119|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2006-11-27
07390000|NULL|60117107|TA12|1393|1|||yes|UNIV HOUSING, AST DIR 3|2006-07-19
28090000|NULL|74952699|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-10-10
60872400|NULL|94229220|OF12|54|1|||yes|ADJ PROF|1969-09-22
29091100|NULL|11610451|TA12|1335|1|||yes|CLINICAL PROGRAMS, CRD 3|2010-07-06
29300000|NULL|62056148|TU2N|908|1|||yes|PROGRAM AST|2007-07-02
32010000|NULL|33489079|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-05-02
16382000|NULL|91518063|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-05-02
32080300|NULL|39427953|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2010-03-24
11010000|NULL|65507670|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2014-05-13
30040000|NULL|32157310|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-10-03
34060700|NULL|11911627|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-09-12
32080200|NULL|51635930|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2012-12-05
31040200|NULL|17385901|FA12|321|1|||yes|PRG DIR & ASO PROF|1986-09-19
34170200|NULL|09777460|FA12|321|1|||yes|PRG DIR & ASO PROF|2004-06-18
30090000|NULL|40561081|CTSY|182|1|||yes|CO CLIN PROF|1993-11-08
29050700|NULL|12069443|TU2E|939|1|||yes|BIOLOGICAL SCIENTIST|2013-05-06
07700100|NULL|05592860|TU2N|908|1|||yes|PROGRAM AST|1981-02-17
55170100|NULL|66130760|TA12|1476|1|||yes|IT EXPERT|1990-03-16
16309001|NULL|96969730|OF12|67|1|||yes|ADJ LECTURER|2004-08-16
07240200|NULL|82881481|TA12|1393|1|||yes|UNIV HOUSING, AST DIR 3|2006-01-03
29260100|NULL|58137979|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-02-05
17210100|NULL|12691111|TU2N|820|1|||yes|OFFICE MGR|2005-08-29
57140100|NULL|34335540|US2N|908|1|||yes|PROGRAM AST|1998-10-05
60190000|NULL|08540281|CTSY|743|1|||yes|CO AST PROF|2000-01-01
60460000|NULL|14521883|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-05-02
60731000|NULL|90376396|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2009-10-20
23010100|NULL|59455076|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-05-16
29130100|NULL|51946910|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2008-11-28
60820000|NULL|53127270|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|1970-10-12
16400100|NULL|91792810|FELL|396|1|||yes|PREDOC FELLOWSHIP|2011-08-16
29051300|NULL|28142840|TU2N|937|1|||yes|LABORATORY TECH|2000-11-30
60330000|NULL|73301743|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-04-22
27010400|NULL|04641600|US2N|820|1|||yes|OFFICE MGR|1984-10-25
06030000|NULL|60422549|FWSP|1484|1|||yes|STU AST - FEDERAL COMM SERVICE|2013-11-13
28090000|NULL|16209149|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-02-26
29040100|NULL|38590861|CTSY|182|1|||yes|CO CLIN PROF|1972-01-01
06030000|NULL|31191610|FWSP|1484|1|||yes|STU AST - FEDERAL COMM SERVICE|2012-04-25
19010410|NULL|16396094|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2010-01-29
29190000|NULL|51237481|CTSY|743|1|||yes|CO AST PROF|2010-07-01
16980300|NULL|56346682|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2010-01-04
28313500|NULL|47434024|TU2N|1568|1|||yes|VETERINARY TECH 2|2006-09-26
32020300|NULL|59145661|CTSY|737|1|||yes|CO ASO SCTST|1998-07-06
50010000|NULL|18896905|TU2N|797|1|||yes|CLERK|2010-09-17
18180300|NULL|19695901|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2006-06-16
29080100|NULL|59017561|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2005-10-06
29080000|NULL|52773970|TU2N|908|1|||yes|PROGRAM AST|2000-03-10
60150000|NULL|16951418|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-05-09
29100000|NULL|50461423|TU2N|908|1|||yes|PROGRAM AST|2014-03-06
60460000|NULL|40225260|US2N|1053|1|||yes|MAINTENANCE SPECIALIST|1987-06-12
62010100|NULL|55313178|TA12|1201|1|||yes|HUMAN RESOURCES, DIRECTOR 6|2003-03-28
29180300|NULL|42194051|TU2N|908|1|||yes|PROGRAM AST|2005-11-21
16900000|NULL|96293580|CTSY|743|1|||yes|CO AST PROF|1995-08-11
29050100|NULL|52763290|US2N|805|1|||yes|SECRETARY, SR|1981-11-02
29200000|NULL|83441167|OF12|54|1|||yes|ADJ PROF|2013-07-01
63520300|NULL|68614800|US2N|1033|1|||yes|GROUNDSKEEPER|1986-10-27
24050100|NULL|21633140|TU2N|805|1|||yes|SECRETARY, SR|2007-03-05
26020100|NULL|47989874|GA12|538|1|||yes|GRADUATE RES AST|2011-08-16
22010000|NULL|27617880|TA12|1351|1|||yes|GENERAL COUNSEL, ASSOCIATE 5|2014-02-17
60150000|NULL|65111080|US2E|945|1|||yes|LABORATORY, SR TEACHING SPEC|1978-11-03
16900000|NULL|80104480|CTSY|718|1|||yes|CO POSTDOC ASO|2006-11-17
29080100|NULL|28193545|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-08-19
60092000|NULL|31366035|TU2N|1101|1|||yes|AGRICULTURAL AST, SR|2007-01-20
16360100|NULL|68028450|TU2E|929|1|||yes|ENGINEERING TECH, SR|2011-09-30
29160203|NULL|73848645|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-05-30
28090000|NULL|51426061|CTSY|743|1|||yes|CO AST PROF|1987-07-01
60320000|NULL|81369140|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-01-31
60440000|NULL|97882831|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-01-21
33010000|NULL|70423720|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2007-06-04
11090000|NULL|50538121|TA12|1416|1|||yes|PUBLIC FUNCTIONS, CRD 3|2013-05-28
29080100|NULL|18918926|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-07-06
16040100|NULL|35390951|FELL|396|1|||yes|PREDOC FELLOWSHIP|2013-05-16
13500000|NULL|75166200|TU2E|878|1|||yes|FINE ARTS PRODUCTION SPEC|2001-01-25
18180400|NULL|41341461|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2010-09-14
29092200|NULL|05579290|TU2N|908|1|||yes|PROGRAM AST|2014-08-01
29060000|NULL|17693939|FELL|396|1|||yes|PREDOC FELLOWSHIP|2014-08-16
28090000|NULL|35530970|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-06-17
08062000|NULL|53278550|TA12|1464|1|||yes|GENERAL COUNSEL, AST 3|2011-12-16
60320000|NULL|49130125|TA12|1164|1|||yes|EDUC/TRAINING PROGS, CRD 1|2008-10-06
60754100|NULL|60130196|TU2N|1101|1|||yes|AGRICULTURAL AST, SR|2011-02-04
11010000|NULL|19191493|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2008-07-01
17210300|NULL|40113510|TU2N|892|1|||yes|AUDIO-VISUAL SPEC|1990-07-02
29290100|NULL|63620710|FACM|768|1|||yes|ASO PRG DIR & CLIN AST PROF|2008-07-01
30290000|NULL|07955580|FACM|762|1|||yes|ASO CHAIR & CLIN ASO PROF|2004-06-18
28090000|NULL|42391393|CTSY|743|1|||yes|CO AST PROF|2000-01-01
13500000|NULL|80100558|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-02-07
52010000|NULL|34445310|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2005-05-20
55090100|NULL|29117193|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-02-13
29020100|NULL|59212551|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2009-05-15
29051300|NULL|26134806|CTSY|743|1|||yes|CO AST PROF|2013-02-01
56021800|NULL|83955891|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-01-17
60330000|NULL|71709818|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2012-02-17
11010000|NULL|71925170|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2013-05-20
29091100|NULL|02012530|TU2N|908|1|||yes|PROGRAM AST|2002-11-19
60451000|NULL|15916558|TU2N|816|1|||yes|EXTENSION PROGRAM AST|2011-10-24
60460000|NULL|96196988|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-09-09
16060000|NULL|55694136|FELL|396|1|||yes|PREDOC FELLOWSHIP|2014-08-16
60330000|NULL|09614575|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-05-03
29070100|NULL|02646380|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-03-11
60910000|NULL|41988930|TA12|1373|1|||yes|COMPUTER APPLICATIONS, CRD 2|1984-10-19
06010000|NULL|54568340|TA12|1476|1|||yes|IT EXPERT|1993-09-01
33070000|NULL|53161683|FELL|396|1|||yes|PREDOC FELLOWSHIP|2014-03-01
52010000|NULL|47495060|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2004-09-10
32060300|NULL|97723426|CTSY|141|1|||yes|AFFL LECTURER|2010-10-19
06030000|NULL|81651075|FWSP|1484|1|||yes|STU AST - FEDERAL COMM SERVICE|2008-10-13
19140000|NULL|52179931|CTSY|743|1|||yes|CO AST PROF|2014-06-19
29190000|NULL|82151531|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-02-18
56022600|NULL|05108510|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2007-05-07
36020000|NULL|22891445|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-04-30
63400200|NULL|47980400|US2N|1066|1|||yes|CUSTODIAL SPV|1998-03-06
29300000|NULL|61194933|TU2N|908|1|||yes|PROGRAM AST|2005-09-28
07700100|NULL|44217953|TA12|1393|1|||yes|UNIV HOUSING, AST DIR 3|2005-11-11
60460000|NULL|20160841|TU2N|908|1|||yes|PROGRAM AST|2012-09-10
13020100|NULL|71363053|FELL|396|1|||yes|PREDOC FELLOWSHIP|2012-10-12
18180300|NULL|75951117|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2007-10-18
33070000|NULL|89109652|GA12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2011-08-16
28040000|NULL|24550581|OF12|54|1|||yes|ADJ PROF|2009-10-01
32080500|NULL|67792100|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2010-08-13
16380000|NULL|11613294|FELL|396|1|||yes|PREDOC FELLOWSHIP|2012-08-16
04020000|NULL|69036344|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-08-16
19090000|NULL|73748680|TA12|1413|1|||yes|ACADEMIC SUPP SVCS, CRD 3|1996-03-22
60330000|NULL|13319110|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-05-05
19030000|NULL|89691292|CTSY|729|1|||yes|CO SCHOLAR|2013-10-22
63620300|NULL|47154390|TU2N|1038|1|||yes|LOCKSMITH|1988-10-03
30090000|NULL|60396900|TA12|1335|1|||yes|CLINICAL PROGRAMS, CRD 3|2013-09-06
02120000|NULL|49811340|TA12|1164|1|||yes|EDUC/TRAINING PROGS, CRD 1|2011-05-03
16380000|NULL|31408973|FELL|396|1|||yes|PREDOC FELLOWSHIP|2012-08-16
16040100|NULL|79537260|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-05-09
29090100|NULL|04849966|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-01-17
17220100|NULL|61907315|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2013-08-15
29290100|NULL|98386006|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-09-14
28090000|NULL|62391856|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2008-01-07
02040000|NULL|98367840|TU2N|908|1|||yes|PROGRAM AST|1998-02-23
32010000|NULL|06758641|TA12|1327|1|||yes|EDUC MEDIA/COMMUNIC, CRD 3|2011-04-12
60451000|NULL|75858910|TU2N|816|1|||yes|EXTENSION PROGRAM AST|1997-02-07
15060000|NULL|38948159|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2010-05-20
19050000|NULL|45984810|CTSY|718|1|||yes|CO POSTDOC ASO|2012-05-07
60140000|NULL|52451919|GA12|538|1|||yes|GRADUATE RES AST|2013-11-19
29052001|NULL|19973917|FA12|321|1|||yes|PRG DIR & ASO PROF|2011-08-15
55030100|NULL|53196814|TU2N|1592|1|||yes|LIBRARY ASSISTANT 2|2007-08-10
60090000|NULL|13995924|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2006-12-18
56021101|NULL|01492845|TU2N|937|1|||yes|LABORATORY TECH|2013-11-20
30090000|NULL|03503641|CTSY|182|1|||yes|CO CLIN PROF|1974-01-01
29180300|NULL|99575097|TA12|1438|1|||yes|RESEARCH PROGS/SVCS, CRD 4|2011-05-01
17080200|NULL|53042989|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2008-05-01
16280000|NULL|11816191|FA09|321|1|||yes|PRG DIR & ASO PROF|2008-08-16
12010000|NULL|71974589|FELL|396|1|||yes|PREDOC FELLOWSHIP|2013-08-16
56030100|NULL|01365752|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2007-12-17
29150200|NULL|08017559|ISCR|1508|1|||yes|NRA HONARARIUM RECIPIENT|2005-04-20
30190000|NULL|11739973|FACM|768|1|||yes|ASO PRG DIR & CLIN AST PROF|2012-08-03
29290100|NULL|21439310|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-11-25
32050000|NULL|51778840|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|1999-04-26
60094000|NULL|65412811|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-07-01
17080100|NULL|66668601|FA09|789|1|||yes|CLIN PROF|2013-08-16
29092200|NULL|25355097|TU2N|908|1|||yes|PROGRAM AST|2005-03-15
28090000|NULL|81349709|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-06-06
18180200|NULL|00795029|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-06-25
23010200|NULL|84909129|OF09|67|1|||yes|ADJ LECTURER|2011-08-16
29110000|NULL|63582169|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-06-02
14340300|NULL|39025670|TA12|1741|1|||yes|NETWORK ENGINEER 2|1998-01-20
29110000|NULL|81854871|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-09-30
29110000|NULL|61478332|FELL|396|1|||yes|PREDOC FELLOWSHIP|2011-08-16
13500000|NULL|20595801|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2009-08-24
32050000|NULL|21169675|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2012-10-07
52010000|NULL|46825460|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2006-06-02
16900100|NULL|19801211|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-05-05
52033000|NULL|16965150|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2013-06-07
56021300|NULL|11717967|FELL|396|1|||yes|PREDOC FELLOWSHIP|2014-06-06
60872200|NULL|42151358|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-06-17
12010000|NULL|89649925|FELL|396|1|||yes|PREDOC FELLOWSHIP|2013-03-01
34160100|NULL|82523810|TU2N|805|1|||yes|SECRETARY, SR|1983-08-17
28040000|NULL|93033921|CTSY|743|1|||yes|CO AST PROF|2011-02-14
28323000|NULL|92366300|TU2N|1567|1|||yes|VETERINARY TECH 1|2011-03-28
60850000|NULL|58481130|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2004-06-18
18180300|NULL|23776679|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2005-01-11
15050100|NULL|11971439|CTSY|743|1|||yes|CO AST PROF|2006-07-19
06030000|NULL|15994342|FWSP|1484|1|||yes|STU AST - FEDERAL COMM SERVICE|2007-07-18
60910000|NULL|60732961|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2010-06-16
11800000|NULL|91221551|TU2N|908|1|||yes|PROGRAM AST|2008-11-05
33070000|NULL|27305910|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2005-01-14
17030100|NULL|82569051|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2014-05-23
18070000|NULL|98215400|OF09|67|1|||yes|ADJ LECTURER|2014-08-16
60070000|NULL|18174981|CTSY|743|1|||yes|CO AST PROF|2000-01-01
63300300|NULL|75399484|TU2N|908|1|||yes|PROGRAM AST|2014-01-03
07700100|NULL|97499113|TA12|1476|1|||yes|IT EXPERT|2009-12-21
16940100|NULL|67199654|GA09|537|1|||yes|GRADUATE TCH ASO|2009-09-10
60080000|NULL|17126387|FELL|396|1|||yes|PREDOC FELLOWSHIP|2014-01-01
16360100|NULL|33345270|FA09|511|1|||yes|DIS PROF|1982-08-06
06030000|NULL|63971221|FWSP|1484|1|||yes|STU AST - FEDERAL COMM SERVICE|2013-09-12
11090000|NULL|16185186|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-05-05
16140000|NULL|49019495|FELL|396|1|||yes|PREDOC FELLOWSHIP|2009-08-16
60230000|NULL|62794970|TU2E|939|1|||yes|BIOLOGICAL SCIENTIST|2004-11-15
67010000|NULL|38111414|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-11-04
56021100|NULL|49654991|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2011-09-05
52010000|NULL|65449640|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2012-07-20
24010000|NULL|20272870|OF12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2005-01-01
08062000|NULL|62636030|TA12|1464|1|||yes|GENERAL COUNSEL, AST 3|2013-06-14
18180400|NULL|92191171|GA12|1573|1|||yes|ACADEMIC LUMP SUM PAYMENT|2012-05-15
60732000|NULL|20401117|TU2N|1101|1|||yes|AGRICULTURAL AST, SR|2005-03-14
64404000|NULL|58989300|TA12|1476|1|||yes|IT EXPERT|2006-01-03
07700300|NULL|67197930|US2N|1053|1|||yes|MAINTENANCE SPECIALIST|1997-06-23
24150000|NULL|00589967|FELL|396|1|||yes|PREDOC FELLOWSHIP|2014-04-25
28090000|NULL|93619153|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2014-02-25
14800000|NULL|83394000|TA12|1834|1|||yes|IT ANALYST 2|1984-11-19
28311404|NULL|91111061|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-01-04
04050000|NULL|77369346|TA12|1164|1|||yes|EDUC/TRAINING PROGS, CRD 1|2014-06-06
19060100|NULL|98940710|OF09|67|1|||yes|ADJ LECTURER|2006-08-16
60330000|NULL|18683379|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2012-04-02
28313500|NULL|66616505|TU2N|1568|1|||yes|VETERINARY TECH 2|2004-12-01
29090700|NULL|18566569|TA12|1335|1|||yes|CLINICAL PROGRAMS, CRD 3|2014-08-08
60150000|NULL|23436142|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-07-08
60451000|NULL|56033006|TU2N|816|1|||yes|EXTENSION PROGRAM AST|2014-06-09
02070100|NULL|97991950|US2N|908|1|||yes|PROGRAM AST|1984-04-27
12020500|NULL|47252171|FELL|396|1|||yes|PREDOC FELLOWSHIP|2014-06-25
16940100|NULL|55955559|GA09|537|1|||yes|GRADUATE TCH ASO|2009-07-01
60230000|NULL|63833880|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2012-03-26
16900100|NULL|78749004|OPSN|1479|1|||yes|OPS HOURLY NON-SECRETARY/CLERK|2013-05-16
34060300|NULL|39585421|CTSY|743|1|||yes|CO AST PROF|1993-04-01
